geneID	symbol	ZT0_R1	ZT4_R1	ZT8_R1	ZT12_R1	ZT16_R1	ZT20_R1	ZT0_R2	ZT4_R2	ZT8_R2	ZT12_R2	ZT16_R2	ZT20_R2
FBgn0004172	Mst84Da	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0004173	Mst84Db	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0004170	sc	0.000000	0.000000	0.000000	0.000000	0.000000	0.045313	0.000000	0.000000	0.000000	0.000000	0.047497	0.000000
FBgn0004171	Mst98Cb	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0004177	mts	270.673000	319.236000	294.671000	268.685000	267.374000	282.070000	273.819000	318.009000	299.213000	279.982000	243.856000	330.578000
FBgn0053017	CG33017	0.010649	0.027225	0.025502	0.039745	0.039348	0.034248	0.021336	0.010143	0.024744	0.027096	0.022207	0.000000
FBgn0004175	Mst84Dd	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0004179	Csp	77.797600	81.266200	75.148100	67.084900	68.827200	69.442100	81.177800	83.024000	77.060800	68.005800	68.832900	67.466200
FBgn0263249	CG43392	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0263248	CG43391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0050069	CG30069	15.524100	15.436700	15.393800	14.221900	12.966200	14.732800	12.574100	15.879300	14.435700	13.600400	11.282100	14.442600
FBgn0032899	CG9338	101.446000	82.095200	84.845500	90.802200	92.985400	90.197300	112.141000	90.681000	85.115700	84.400300	83.228600	81.735400
FBgn0263241	Mocs1	9.860370	6.324360	5.462670	5.870200	6.416110	7.832490	7.711110	6.424160	5.145660	5.040510	6.203920	7.290290
FBgn0263240	Coop	2.457920	2.410030	3.337590	2.855790	1.312840	1.848650	2.677340	3.656430	2.503020	1.682030	1.595710	1.839600
FBgn0050067	Obp50a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0263247	CG43390	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0263246	CG43389	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112110	0.000000	0.000000	0.079184
FBgn0034552	CG17999	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0036183	CG6083	6.518450	7.529000	5.953200	6.165290	7.586250	8.753830	6.668390	8.052640	6.873110	6.445530	6.300080	7.901450
FBgn0036180	Duba	19.272800	17.882500	18.652800	19.086600	17.423900	17.933600	19.893500	18.106200	18.831100	17.989300	21.272200	17.792300
FBgn0036181	Muc68Ca	0.157036	0.123304	0.129738	0.057517	0.046590	0.114152	0.129154	0.096147	0.151929	0.147357	0.138292	0.134901
FBgn0036186	CG6071	0.959414	0.667948	0.566326	0.590351	0.566760	0.493326	0.576360	0.639624	0.519798	0.390315	0.494650	0.545456
FBgn0036187	RIOK1	7.427830	7.086080	6.288160	5.512040	7.626710	7.024040	7.134240	7.946430	5.615180	4.439660	5.030630	6.860240
FBgn0036184	PCID2	5.696330	4.058570	4.543840	5.083790	4.044490	5.319810	5.849610	5.007870	4.559580	5.034270	6.057110	5.589190
FBgn0266199	asRNA:CR44894	0.558486	0.232576	0.347027	0.114348	0.258605	0.061056	0.062633	0.230335	0.394291	0.158948	0.141943	0.149470
FBgn0266196	asRNA:CR44891	1.172470	1.396800	1.404170	1.639730	1.949490	1.507210	1.761510	1.340000	1.179750	0.596241	2.234480	0.769139
FBgn0266197	asRNA:CR44892	1.760420	0.784748	1.215010	1.641280	1.010690	0.917437	1.619940	1.540690	1.325720	1.209770	1.706660	1.196450
FBgn0036188	CG7339	9.149650	6.640660	8.153930	5.227020	9.260730	8.386770	7.571890	9.570110	7.168020	7.711440	7.762120	6.837590
FBgn0039663	CG2321	1.467550	1.534280	1.068840	1.219480	1.339850	1.401210	1.453350	1.397680	1.580300	1.351950	2.020250	1.604470
FBgn0035300	CG1139	0.075946	0.069571	0.484645	0.106208	0.245350	0.447461	0.266140	0.216994	0.000000	0.289658	0.212804	0.083034
FBgn0040606	CG6503	1619.130000	687.026000	796.826000	1117.690000	646.598000	626.993000	1360.790000	689.122000	853.041000	768.162000	646.226000	582.207000
FBgn0053907	His4:CG33907	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0053906	His2B:CG33906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0053905	His4:CG33905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0053904	His2B:CG33904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0053903	His4:CG33903	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0053902	His2B:CG33902	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0053901	His4:CG33901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0053900	His2B:CG33900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0035572	CG13711	0.250996	0.076642	0.000000	0.078002	0.308901	0.000000	0.000000	0.000000	0.064755	0.000000	0.093773	0.091474
FBgn0038853	RhoGAP93B	25.027500	33.683300	28.448200	22.112700	31.597600	29.289200	26.318500	32.922200	31.145600	26.992600	23.546600	31.757300
FBgn0038850	CG17279	5.192680	2.907560	2.945300	2.091170	1.893440	2.703380	7.985870	5.166140	2.732300	1.666070	2.906190	4.281540
FBgn0038851	dmrt93B	0.000000	0.061648	0.000000	0.000000	0.000000	0.000000	0.000000	0.192283	0.000000	0.000000	0.000000	0.073578
FBgn0035577	CG13708	0.288880	0.276660	0.083793	0.222900	0.193921	0.182861	0.078881	0.227705	0.111793	0.144678	0.084608	0.200988
FBgn0053909	His4:CG33909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0038855	CG5745	10.069200	8.096930	7.825390	6.640760	7.919420	7.214150	8.071810	8.664860	8.119140	6.860290	6.423060	7.646080
FBgn0263106	DnaJ-1	73.060200	56.851900	57.934300	59.853100	63.664800	66.328000	66.092900	57.994700	58.678200	54.104500	65.111100	61.087100
FBgn0263107	bft	0.000000	48.795400	91.936800	62.605900	147.661000	84.472000	0.000000	7.873280	1.161150	75.876200	279.932000	204.153000
FBgn0032538	CG16885	0.415758	0.296231	0.442180	0.602941	0.639576	0.445377	0.740019	0.263988	0.357541	0.274078	0.465985	0.252548
FBgn0263102	psq	78.446600	63.877100	64.564000	70.953300	65.850900	74.517700	87.600300	64.863100	69.360600	65.023700	100.933000	74.447800
FBgn0046876	Obp83ef	3.286830	1.300170	2.919770	2.019680	2.758020	2.160600	3.440480	2.347790	2.659580	1.899390	2.595490	3.021880
FBgn0040607	CG14244	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0263401	CG43447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0263108	BtbVII	28.683700	31.971700	29.352100	24.507000	26.635800	25.603400	31.051900	33.755300	28.715400	24.725400	24.808000	26.736000
FBgn0263109	CG43366	0.020884	0.025508	0.049977	0.019471	0.057830	0.044744	0.027880	0.039781	0.026940	0.023601	0.007803	0.007611
FBgn0033754	Ak6	22.454700	16.343100	13.086100	12.331400	16.940600	13.839500	21.763800	12.401900	13.332200	10.254400	12.871100	17.824200
FBgn0028540	CG9008	24.588500	22.166900	23.659000	32.166800	17.915100	22.184000	24.698100	21.751100	23.750000	27.059600	34.125800	21.700400
FBgn0033756	CG17760	5.134820	4.991050	4.377340	5.993190	5.318440	5.332670	5.062680	5.898360	6.006890	4.185930	6.018780	6.385440
FBgn0033757	muskelin	6.771750	6.155290	6.470320	5.883760	6.236340	6.144140	6.207270	6.116630	5.674700	5.443260	5.804350	5.682300
FBgn0266992	lncRNA:CR45443	0.003316	0.003063	0.003004	0.005796	0.000000	0.007339	0.004013	0.003064	0.005820	0.002941	0.000000	0.000000
FBgn0033751	CG8818	40.765000	36.445400	34.080700	32.633700	37.880300	42.787300	41.992800	37.779400	34.767100	34.019000	35.277900	38.184000
FBgn0266990	lncRNA:CR45441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0266991	lncRNA:CR45442	0.000000	0.000000	0.000000	0.000000	0.361295	0.000000	0.391959	0.000000	0.000000	0.000000	0.438822	0.000000
FBgn0263406	lncRNA:CR43452	0.000000	0.137647	0.059930	0.000000	0.000000	0.080482	0.451338	0.143108	0.058149	0.063677	0.000000	0.000000
FBgn0035610	Lkr	2.682420	2.316840	2.277270	2.643750	1.627050	1.621490	2.666560	2.135040	2.239270	2.338460	1.911270	1.529230
FBgn0033970	CG10205	40.368500	45.972100	47.219900	32.296100	40.736700	28.455100	44.255700	66.606500	44.178700	30.506400	20.333200	41.664600
FBgn0039987	CR12798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0032530	CG9263	0.095075	0.435472	0.075840	0.000000	0.175574	0.000000	0.285578	0.181100	0.515105	0.483488	0.000000	0.311845
FBgn0038588	CG7156	5.125020	4.338250	4.277870	3.891030	4.091790	4.470860	5.239610	3.562980	4.134040	3.665600	5.768430	3.664620
FBgn0038589	CG18598	10.819100	16.818500	17.521800	13.754600	13.315000	12.643400	16.741100	14.987800	16.493800	13.059900	12.126200	5.376720
FBgn0260874	Ir76a	22.562000	18.345100	17.442500	15.251000	20.424300	20.847100	24.120300	18.685600	17.792800	16.771500	21.924300	19.813000
FBgn0035756	unc-13-4A	15.247400	14.713900	15.007900	14.087600	14.016800	14.463400	16.472700	15.525800	15.478800	15.110700	15.969100	13.698600
FBgn0038585	Non3	13.013800	17.882100	13.093000	9.673540	18.342800	11.617400	10.682200	18.312400	12.930900	10.731800	7.687260	13.972000
FBgn0035754	MED4	2.331870	2.653970	2.874670	3.755130	3.195940	3.860530	4.032750	3.297660	2.023580	2.814850	3.643180	3.862870
FBgn0035755	CG14830	18.096100	17.508000	15.430200	13.259700	13.161200	17.973300	17.115200	17.686300	14.716100	12.166300	11.793300	14.029800
FBgn0035753	RpL18	603.803000	551.133000	558.235000	590.076000	567.063000	493.404000	600.733000	663.090000	520.224000	587.955000	420.845000	501.304000
FBgn0035750	CG14826	0.000000	0.058335	0.000000	0.000000	0.058778	0.000000	0.063759	0.000000	0.000000	0.000000	0.067133	0.000000
FBgn0035751	CG14829	0.000000	0.000000	0.000000	0.046165	0.000000	0.000000	0.000000	0.047160	0.000000	0.000000	0.000000	0.000000
FBgn0052761	tRNA:Glu-CTC-6-1Psi	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0052762	CG32762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0267619	lncRNA:CR45957	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0002633	E(spl)m7-HLH	0.066953	0.000000	0.053407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.113492	0.000000	0.000000
FBgn0002632	E(spl)m6-BFM	0.055865	0.153527	0.089125	0.000000	0.051565	0.000000	0.111868	0.000000	0.000000	0.000000	0.187843	0.122158
FBgn0002631	E(spl)m5-HLH	0.000000	0.000000	0.000000	0.000000	0.000000	0.082255	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0052767	CG32767	28.735400	36.299600	35.659400	35.927300	37.686500	40.045200	34.436100	40.108400	39.738700	39.916800	50.208500	45.717800
FBgn0032271	CG7329	0.000000	0.031592	0.055022	0.000000	0.089212	0.000000	0.034529	0.000000	0.104469	0.029229	0.108329	0.037705
FBgn0267623	lncRNA:CR45961	0.787563	0.289087	0.125653	0.441272	0.146184	0.338010	0.789511	0.150318	0.490482	0.133733	0.000000	0.344565
FBgn0036940	obst-J	0.050570	0.092650	0.040339	0.141441	0.093355	0.270863	0.151898	0.192652	0.078281	0.085722	0.000000	0.165869
FBgn0002638	Rcc1	6.107510	5.057720	4.408470	4.315590	5.256500	6.387480	5.933810	4.279320	4.457020	4.907780	5.911850	5.362840
FBgn0264738	CG43996	0.000000	0.000000	0.048165	0.000000	0.000000	0.000000	0.000000	0.000000	0.046734	0.000000	0.135352	0.000000
FBgn0264739	CG43997	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0030518	CG11134	12.549400	15.328000	9.593430	11.769600	10.755600	9.362290	13.013700	13.018900	10.810900	10.763200	9.711960	10.780600
FBgn0032896	CG14400	35.058400	37.558800	32.053500	34.416500	33.662300	34.134500	37.481500	35.794900	31.101200	34.561300	37.961900	37.924200
FBgn0267612	lncRNA:CR45950	0.118042	0.108134	0.094160	0.330154	0.326867	0.000000	0.118188	0.562117	0.091363	0.000000	0.529211	0.000000
FBgn0034997	CG3376	40.913200	38.053000	34.268800	38.943400	41.707700	44.785000	35.456700	34.313100	34.831400	36.955900	31.405400	51.982100
FBgn0022987	qkr54B	29.232800	38.445500	36.495700	33.299400	37.589800	35.302800	34.771100	41.841000	42.869000	36.340200	38.454300	42.732900
FBgn0051665	wry	21.460300	17.354400	18.565200	17.734800	18.436500	20.380400	22.573600	18.839500	17.721000	17.476400	24.466500	18.125300
FBgn0261872	scaf6	30.811500	31.781900	33.076000	31.708800	30.742500	35.491100	33.885900	36.516100	35.973800	32.023000	42.309600	34.852900
FBgn0267622	asRNA:CR45960	0.037918	0.000000	0.000000	0.035352	0.000000	0.000000	0.000000	0.000000	0.000000	0.032137	0.084998	0.000000
FBgn0036941	CG7335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039065	0.000000	0.000000	0.055183
FBgn0262432	mir-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0017424	asRNA:CR11538	0.000000	0.065765	0.000000	0.000000	0.000000	0.000000	0.000000	0.022791	0.037044	0.000000	0.000000	0.026164
FBgn0020641	Lcp65Ad	0.252013	0.000000	0.000000	0.000000	0.000000	0.134983	0.000000	0.000000	0.000000	0.000000	0.000000	0.413299
FBgn0017429	CG5989	16.422200	15.702400	12.952800	14.883400	15.753200	17.899900	15.709000	13.074700	14.481700	15.224300	13.803300	14.623600
FBgn0032897	CG9336	389.873000	404.912000	381.881000	349.647000	415.958000	427.843000	361.869000	410.379000	329.599000	348.709000	330.803000	376.344000
FBgn0267617	asRNA:CR45955	0.000000	0.203408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0260745	mfas	110.143000	166.991000	135.227000	117.894000	146.029000	124.435000	107.770000	155.385000	130.258000	132.869000	90.724200	125.242000
FBgn0260744	Tango9	62.595000	74.367400	57.476400	55.536000	57.001900	55.117400	62.782100	65.875600	63.615800	52.871100	54.367000	58.066300
FBgn0260747	Chchd2	467.037000	388.994000	412.035000	416.895000	398.623000	296.220000	419.227000	406.494000	392.930000	379.179000	343.903000	302.097000
FBgn0260746	Ect3	14.003500	13.840200	12.379600	10.827800	13.139000	16.762700	13.454900	14.120100	9.466250	12.282500	11.058700	15.254200
FBgn0260741	CG3281	7.425050	5.338100	5.972790	5.053090	6.390810	6.443750	6.242240	5.907940	4.873900	4.195420	6.812180	5.377750
FBgn0260743	GC1	19.559000	10.651700	12.109300	14.220000	12.190200	13.109600	16.421100	11.586900	10.749500	12.045100	17.095100	11.221900
FBgn0260742	CG12213	18.550000	13.246700	14.555200	16.379900	13.570000	14.651700	19.533100	13.551200	14.978000	12.811800	17.544500	13.411400
FBgn0267621	lncRNA:CR45959	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0267615	lncRNA:CR45953	0.000000	0.000000	0.295137	0.459991	0.683030	0.000000	0.246976	0.352397	0.190913	0.209060	0.691189	0.404525
FBgn0260749	Utx	14.820400	14.252100	13.187200	16.118000	14.150800	14.989800	16.060700	13.806100	13.852100	15.116600	16.817200	15.329500
FBgn0260748	CG5004	22.860000	19.686800	21.658700	22.517500	19.189600	22.089900	23.901800	18.773100	20.773200	22.369900	30.453600	21.670000
FBgn0263499	lncRNA:CR43488	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0032409	Ced-12	13.351600	11.648400	12.171700	12.366000	13.659400	14.208800	12.051000	12.194100	12.030700	11.948000	11.622800	14.453800
FBgn0039328	CHKov2	24.156000	26.807000	21.806700	18.383600	21.446400	25.966500	26.868500	22.567600	20.640400	21.502500	26.652000	26.730800
FBgn0039323	CG10559	1.991560	1.746750	1.588630	2.093780	1.838260	1.543340	2.418280	1.331770	1.115080	1.508390	1.662250	1.158210
FBgn0032402	CG14945	24.805800	27.502700	27.654300	30.934700	27.000000	26.929300	26.577400	25.826000	27.505500	28.766800	29.008300	28.022600
FBgn0032401	Plzf	8.644130	9.278700	10.475400	9.101540	11.748200	10.505400	8.138310	10.752600	9.935150	9.585650	8.849900	11.187900
FBgn0032400	CG6770	920.325000	528.502000	605.290000	781.721000	637.951000	716.913000	836.692000	605.682000	552.184000	654.697000	1149.140000	616.357000
FBgn0032407	Pex19	13.123800	7.449050	8.087510	9.212590	11.591100	10.971400	10.460500	7.793600	7.090400	8.549570	8.998680	10.691100
FBgn0032406	CG14947	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062775	0.179141	0.097054	0.053140	0.070273	0.068549
FBgn0032405	firl	17.767600	14.662100	12.920400	14.439100	10.841600	14.689800	18.622500	13.869000	13.686500	9.836160	13.256700	13.873200
FBgn0032404	RpL7-like	66.006300	45.572500	41.095700	44.083400	39.865000	49.349200	65.653500	42.105700	41.038400	38.949400	41.507000	43.210500
FBgn0029147	NtR	28.001800	21.018600	19.647100	20.547400	22.769600	21.301900	21.566400	23.695800	22.397600	21.166500	18.893800	21.399800
FBgn0050037	CG30037	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.083980	0.102371	0.000000	0.000000	0.048203
FBgn0029639	CG14419	32.286100	26.582000	26.622900	38.595300	32.451800	19.202800	30.739500	30.843600	22.689300	34.834800	33.411700	30.859800
FBgn0262679	CG43149	0.694123	0.141302	0.430646	0.000000	0.071188	0.082619	0.077220	0.073454	0.000000	0.000000	0.172885	0.000000
FBgn0029568	CG11381	0.000000	0.034165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0261705	CG42741	1.109430	0.589161	1.000400	1.004360	0.875624	0.688970	0.869327	0.934120	1.020460	0.940306	0.792938	0.949285
FBgn0083981	RunxA	1.688130	1.795520	2.205160	2.028070	1.652300	1.742080	1.676450	1.920710	1.964270	1.853300	2.742930	1.659870
FBgn0032891	Oseg5	0.066215	0.060657	0.088031	0.020578	0.142610	0.141865	0.044198	0.126128	0.017083	0.000000	0.123692	0.072395
FBgn0031905	gudu	0.000000	0.023354	0.000000	0.023768	0.000000	0.027310	0.000000	0.000000	0.059196	0.021608	0.000000	0.000000
FBgn0035488	CG11593	16.163000	18.688600	17.570100	15.130300	16.783700	15.267800	15.655300	18.447300	18.798600	15.988400	15.998900	15.462500
FBgn0259998	CG17571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0067783	DPCoAC	16.513100	18.133000	18.353000	15.843400	15.047900	16.410200	15.220100	18.627000	19.447400	15.464600	14.794600	17.041100
FBgn0267627	lncRNA:CR45965	0.216071	0.039587	0.000000	0.161156	0.119663	0.000000	0.000000	0.041157	0.100341	0.109879	0.145305	0.141742
FBgn0259990	CG42487	3.935670	6.599420	4.571660	4.296850	6.346660	3.463670	5.402090	5.132860	4.476900	3.986800	1.983180	5.038020
FBgn0259992	CG42489	36.120500	35.313000	35.107700	46.126900	33.894300	25.708800	33.734000	39.026100	48.626600	40.647200	42.525500	22.916900
FBgn0259993	lncRNA:CR42491	647.784000	1716.160000	713.574000	241.544000	1153.780000	958.285000	682.531000	1651.650000	981.647000	668.111000	194.225000	1518.000000
FBgn0259994	CG42492	73.073800	71.314800	61.597400	57.020100	67.171900	78.478900	82.186400	71.099000	63.924800	57.901800	76.152300	76.624800
FBgn0259996	lncRNA:CR40341	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.378705	0.000000	0.000000	0.160288	0.000000	0.000000
FBgn0022069	Nnp-1	9.790610	11.720100	8.696530	6.218600	10.783100	10.237400	10.486200	11.479300	8.181550	7.240150	9.071680	10.597700
FBgn0261702	asRNA:CR42738	0.000000	0.392649	0.000000	0.107622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0027376	rha	0.243080	0.292994	0.183695	0.143132	0.153515	0.219282	0.102476	0.268064	0.089119	0.162650	0.071697	0.335705
FBgn0039064	CG4467	60.057600	76.997700	74.178200	67.740300	64.663300	65.566000	76.995200	77.618500	82.770400	70.076500	73.282600	76.795200
FBgn0039065	Rad60	9.525040	7.766200	8.028500	6.550530	9.473410	10.207900	9.053740	8.681420	8.166520	7.903180	7.958230	9.035590
FBgn0039066	EloA	13.279500	17.024100	16.961900	14.668400	16.127600	13.444100	14.305800	16.437900	18.077200	18.288900	14.699000	16.168400
FBgn0039067	wda	2.302900	2.467470	2.197810	1.916980	2.087670	1.938320	2.655730	2.252030	1.877890	1.498730	2.120210	2.382940
FBgn0039068	CG13827	5.640930	6.289570	6.064290	5.778360	8.039880	5.614340	5.319590	5.838320	5.655940	6.253450	4.950810	6.213410
FBgn0039069	CG6763	1.061700	1.188700	0.857416	0.962334	0.762199	0.726628	1.535460	1.311940	0.867384	0.906194	0.833356	1.064050
FBgn0042696	NfI	67.860200	55.658100	59.575300	60.242200	62.545000	70.749400	79.726700	56.420000	66.593700	62.500100	89.883100	74.164900
FBgn0042693	wrd	79.137400	64.316500	69.728500	76.067100	61.950000	72.255400	82.750100	63.173100	72.073200	70.311800	82.928500	64.089700
FBgn0029679	CG2901	0.000000	0.019008	0.000000	0.000000	0.038373	0.000000	0.000000	0.000000	0.016066	0.000000	0.046512	0.045405
FBgn0031275	GABA-B-R3	6.538750	5.986130	5.886930	4.963640	5.576400	5.724340	6.427040	5.841250	6.101500	5.702300	4.848340	5.157140
FBgn0265067	lncRNA:CR44178	1.115510	1.668410	0.889244	0.407860	0.964841	1.045600	1.159970	0.730408	0.708257	1.063650	0.703234	0.717500
FBgn0031277	CG13947	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176618	0.000000	0.000000	0.000000	0.000000
FBgn0031276	CG12506	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0031270	CG13689	9.226440	10.368200	11.625500	10.654800	14.510900	13.577800	12.412300	11.063700	12.184900	11.037900	12.246100	16.243500
FBgn0031273	CG2839	0.022269	0.040800	0.017764	0.020762	0.020555	0.047711	0.000000	0.084837	0.017236	0.037749	0.000000	0.073043
FBgn0261549	rdgA	112.582000	94.172700	83.135400	89.348800	84.980700	93.137500	115.299000	95.176800	87.539900	87.982100	114.715000	97.927800
FBgn0031279	CG3544	0.032237	0.080637	0.000000	0.035172	0.023214	0.000000	0.000000	0.000000	0.000000	0.010658	0.014094	0.035246
FBgn0022770	Peritrophin-A	1.257010	1.615710	1.970870	0.582515	1.719530	1.728510	1.060200	2.088420	1.287890	1.239370	1.070380	1.152880
FBgn0030584	CG14407	13.101000	9.642070	7.145580	7.934020	8.681830	9.476180	10.987100	9.171450	7.453290	6.358600	8.910690	9.181860
FBgn0030586	CG12539	0.138779	0.305092	0.088555	0.129433	0.307411	0.118945	0.166759	0.105739	0.257830	0.141138	0.062270	0.151731
FBgn0030587	CG9522	0.131387	0.192560	0.083838	0.098041	0.072759	0.028167	0.394649	0.175181	0.081402	0.066810	0.088403	0.057465
FBgn0030581	CG14408	14.435900	11.278500	11.423900	10.800700	10.952400	10.912600	14.006900	11.786000	10.359000	10.258500	13.117100	10.718400
FBgn0030582	CG14411	15.065900	20.277400	17.980000	13.446100	16.936400	16.314700	14.091800	21.735400	17.121500	16.494600	11.949500	17.479500
FBgn0030583	CG14410	0.129118	0.473119	0.000000	0.120378	1.191790	0.553266	0.517111	0.122972	0.699545	0.000000	0.144717	0.141168
FBgn0000244	by	46.830700	46.497400	46.932700	47.951000	46.822900	45.707700	49.888300	49.191500	48.725800	45.053800	42.361800	47.918600
FBgn0000246	c(3)G	7.516530	7.786310	7.616440	7.639260	8.551410	6.834830	8.312740	7.241620	7.754830	5.852120	8.057290	8.050810
FBgn0000247	ca	11.659700	12.545100	11.968800	10.249600	10.755900	10.920100	11.260100	12.310400	11.459600	11.298500	9.814690	10.832500
FBgn0030588	CG9521	7.726730	5.824950	6.769680	5.408730	3.834880	5.102010	5.072990	6.297330	5.117650	5.024330	3.861660	4.570150
FBgn0000241	bw	17.642400	17.573100	15.799200	15.429700	13.506900	17.110700	16.198900	16.494100	15.281900	16.402700	15.985400	17.035500
FBgn0037715	CG9399	67.710000	54.046100	55.681100	63.226100	54.478900	61.222800	77.791900	49.734100	60.675400	58.750700	67.259200	52.920900
FBgn0259190	Ir7d	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033051	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0259192	CG42296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017422	0.000000	0.000000	0.000000	0.000000	0.000000
FBgn0259193	Ir94d	0.661464	0.818018	0.501254	0.493351	0.274746	0.496010	0.364255	0.566981	0.460764	0.616689	0.667240	0.470077
FBgn0259194	Ir94e	0.223866	0.087889	0.204083	0.119264	0.088557	0.102777	0.128081	0.243669	0.346536	0.162633	0.071689	0.139862
FBgn0259195	CG42299	1.859760	0.701501	0.698113	0.917931	0.807811	0.585955	0.438131	0.312571	0.592701	0.556322	0.735685	1.076470
FBgn0259196	CG42300	0.697221	1.459870	0.953415	0.742887	0.919359	0.746891	0.498631	0.948621	0.231272	0.337676	0.111636	0.653392
FBgn0259198	CG42302	0.187424	0.085846	0.000000	0.174737	0.000000	0.000000	0.187656	0.000000	0.145063	0.000000	0.105034	0.000000
FBgn0259199	Snup	1.084870	1.629810	1.142440	1.820470	1.843240	0.977700	1.520840	2.355980	1.175900	1.581300	1.556720	1.518460
