symbol	ZT0_R1	ZT4_R1	ZT8_R1	ZT12_R1	ZT16_R1	ZT20_R1	ZT0_R2	ZT4_R2	ZT8_R2	ZT12_R2	ZT16_R2	ZT20_R2
pre-mod(mdg4)-K	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG3328	6.097000	7.946320	7.891860	5.199140	8.257460	8.612530	7.036710	7.812570	6.442590	8.016130	6.613980	9.088990
pre-mod(mdg4)-P	0.163995	0.000000	0.000000	0.000000	0.054091	0.200890	0.000000	0.000000	0.000000	0.000000	0.000000	3.247270
pre-mod(mdg4)-J	0.795307	3.009500	3.083670	3.565690	3.603890	5.693420	0.430709	1.693070	4.227620	2.215060	1.214620	1.403470
pre-mod(mdg4)-I	4.600130	0.000000	0.000000	0.022480	1.263960	0.205488	4.017120	1.335790	0.000000	0.002316	2.805190	0.000000
pre-mod(mdg4)-B	2.878190	5.352510	3.564450	8.603210	5.403010	2.922120	4.415240	5.376200	3.474750	4.449600	3.988600	1.351150
lncRNA:CR44885	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
sa	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.161230	0.061307
Cont	27.370300	29.614100	33.139800	30.068300	31.763600	27.039700	29.715500	32.742400	31.195100	32.215300	25.103100	26.368400
CG15611	7.232750	6.318000	4.907240	5.213410	5.404940	6.443870	7.275430	6.251800	6.011420	5.645320	5.937000	6.163650
Mulk	8.629260	6.130470	4.614290	5.958430	6.784640	7.400500	7.339260	4.748530	4.743520	4.766740	6.922550	8.339100
mRpS17	15.716800	11.947500	10.681800	9.284780	14.974000	19.857200	17.010800	11.212400	9.385480	12.411300	12.838900	15.278800
TotB	0.294777	0.409192	0.000000	0.149263	0.161582	0.457819	0.000000	0.000000	0.139495	0.000000	0.187288	0.284865
Ktl	110.663000	111.263000	100.357000	101.823000	97.190400	72.552100	108.718000	112.767000	95.597100	108.240000	79.942300	84.338100
His2B:CG33898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
RpS30	535.842000	492.520000	470.611000	341.363000	386.542000	480.422000	584.276000	439.189000	483.623000	373.636000	431.270000	463.640000
CG14997	17.057100	14.553900	13.562200	13.542900	13.613400	14.482000	12.829000	12.947400	13.302300	12.610100	13.828400	16.681400
MetRS	6.611440	6.893580	6.878180	5.877530	8.330430	5.451610	7.587720	7.890770	7.234180	6.180490	5.493120	6.100030
KaiR1D	17.577600	17.672200	16.493900	16.619200	16.125400	14.268700	17.651500	17.938900	17.008900	16.277400	13.830500	15.383000
CG17272	11.030100	8.411790	5.194560	8.688110	9.853010	9.199930	9.601830	7.696690	8.892810	6.205790	11.939700	7.994420
Cpr64Ab	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG15695	5.906250	5.940320	5.637850	5.192840	4.538770	5.741740	6.513970	5.121270	4.799070	4.269670	5.888280	5.157070
CG15696	0.199580	0.184697	0.000000	0.303178	0.437600	0.103323	0.824770	0.181212	0.377782	0.202119	0.000000	0.096435
Hip1	13.745900	12.766400	11.866200	11.390900	13.639600	10.945200	12.752000	12.313200	11.216100	10.954400	11.337200	10.833900
CG9377	10.160000	11.282800	29.679500	7.545410	4.243190	6.311790	12.046100	11.728800	16.026400	11.318100	3.688680	2.010420
IscU	386.548000	392.289000	337.209000	336.139000	380.038000	496.656000	368.772000	418.917000	298.328000	353.573000	294.473000	453.233000
Balat	5.788130	6.321160	7.830410	5.639510	7.157520	7.242770	7.566990	6.376240	7.113780	7.834190	5.751580	6.415300
imd	7.404950	6.615150	5.997990	4.854930	6.757220	6.293220	6.058320	7.034350	6.036100	6.458790	5.765670	7.280050
CG17574	79.449900	77.428900	67.887200	59.838900	73.594100	58.520400	75.759200	76.704100	71.714600	72.747700	66.142000	71.208200
His4r	562.028000	474.909000	510.826000	426.803000	372.096000	467.412000	623.782000	505.797000	524.128000	399.007000	513.169000	359.428000
Cyp9h1	3.450160	3.631110	2.949270	4.144900	2.892430	4.062620	3.494580	3.593310	3.521490	3.836600	4.040310	4.478220
MAPk-Ak2	30.881900	29.329400	27.969500	30.424800	30.912200	33.772400	30.951100	32.103800	29.254900	25.658300	31.884600	27.194700
Mos	0.336412	0.350240	0.130948	0.425864	0.092202	0.478943	0.347558	0.305451	0.159198	0.425864	0.374048	0.365738
wuc	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR45578	0.000000	0.000000	0.000000	0.000000	0.265217	0.000000	0.000000	0.000000	0.114482	0.122499	0.000000	0.000000
CG15099	12.151700	12.374000	13.125100	11.522800	12.845300	10.088400	13.676800	13.501000	12.413900	12.931200	10.389000	11.371200
Liprin-alpha	15.827900	16.142200	16.248500	17.962100	14.990800	15.872600	14.968500	15.312300	15.904400	14.058200	15.382500	14.715700
CG15473	0.320680	0.148383	0.047552	0.185577	0.125558	0.332033	0.165663	0.083190	0.065037	0.092788	0.203746	0.110678
CG9821	492.944000	662.981000	727.759000	728.964000	601.905000	646.834000	484.756000	668.916000	690.697000	612.020000	597.499000	578.288000
Rox8	36.468300	36.292400	34.927400	30.271800	33.013300	26.215700	37.429900	38.299600	35.486200	34.541300	30.213900	30.315000
Pabp2	15.749000	17.168300	10.501400	15.216600	15.047500	16.360000	12.575800	13.907400	11.345300	11.441600	16.605000	16.094400
wdn	3.837430	3.952440	4.466560	3.983800	4.066160	3.989900	4.346100	5.029570	4.498090	4.390310	3.611290	5.027280
tRNA:Phe-GAA-1-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Eip63E	39.975900	45.534100	37.839400	43.902200	33.251100	37.183900	37.325600	45.628700	41.175200	34.139400	33.264400	35.677000
CR32745	0.887085	0.656745	0.552475	0.539021	0.778010	1.285880	0.366590	0.966531	0.335830	0.539021	1.578120	0.342903
CG16853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MED30	0.584112	0.442270	0.881901	0.268883	0.640363	1.429500	1.206930	0.578567	1.055400	0.537765	0.877191	0.923680
E(Pc)	13.391900	13.208700	14.462000	17.136100	15.666100	16.738600	13.142400	12.651100	14.421800	13.825200	15.493300	14.823800
CG15548	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG1172	13.271500	12.562100	11.061200	13.266200	11.763700	10.769200	13.259400	13.230100	11.711300	11.720600	12.093600	11.080700
asRNA:CR43981	0.000000	0.129617	0.000000	0.000000	0.153550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.135354
CG10166	9.595390	6.696260	9.551790	5.018020	6.294420	9.283600	9.750790	6.569920	6.401710	5.814530	5.396890	6.916550
CG43980	0.070066	0.138945	0.031169	0.161769	0.109734	0.124366	0.175799	0.136324	0.085260	0.121641	0.101753	0.154766
lncRNA:CR43984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR43985	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG43982	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR43983	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG10189	9.356170	9.810060	9.578030	7.866820	10.257300	8.354030	11.395400	10.092800	7.392780	11.648400	8.780100	11.073800
CG18094	6.979780	8.820440	7.744340	8.287170	7.388150	8.123420	8.255470	6.861720	7.744560	9.359530	6.789650	10.280300
CG10194	11.525500	10.491100	8.874510	7.606000	9.269420	8.509970	10.736100	7.162350	7.644700	7.606000	9.183510	9.312050
Hasp	157.840000	143.748000	130.423000	120.407000	138.162000	118.198000	159.702000	141.846000	141.121000	131.731000	114.226000	149.468000
CG10188	18.260100	13.909000	13.823000	17.023400	19.571900	22.159700	17.210000	13.949400	14.537300	14.819900	19.810500	21.526300
hng2	3.618460	2.511460	2.569860	3.857350	2.662010	2.119760	2.754570	1.945320	2.793800	2.459060	3.388010	2.208500
CR33929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG33928	0.140061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.177978	0.135352
mir-307a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-1014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-1010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG33299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.086460	0.108483	0.082502
mir-309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG33296	16.793600	17.576400	16.364500	22.763100	14.340400	14.401400	15.609100	17.322600	14.272300	13.565300	13.899900	12.309700
CG33923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG33922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.294572	0.000000	0.000000	0.144376	0.000000	0.000000
CG33293	1.561970	1.830910	2.485970	2.425430	2.054820	3.126650	2.904640	2.647280	2.365260	0.738176	2.911000	3.622600
CG33927	0.000000	0.000000	0.142876	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.174981	0.000000
mir-92b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Jheh2	37.541000	32.244300	34.416300	24.047800	25.773400	34.784200	37.948800	34.300300	34.541100	28.112700	34.331600	39.049600
CycC	6.973330	6.170670	6.181610	5.206310	7.310060	5.481020	8.361280	6.839910	5.973590	5.721790	5.821160	7.575060
CG15641	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
parvin	26.223100	26.179100	23.708400	25.093800	20.445500	25.442100	25.659300	25.925900	22.663300	20.341900	21.885100	23.085000
Hers	16.988200	17.788100	17.104400	20.682900	17.937300	20.123700	15.905400	17.328300	18.065000	16.376500	20.472500	17.062600
CG6652	0.937756	1.149870	1.654760	0.546069	1.310780	0.679668	1.114150	0.723733	1.131600	1.400780	1.191620	0.792946
tRNA:Tyr-GTA-2-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR42549	24.314900	25.862300	23.872400	27.330500	20.873500	25.107200	24.024900	26.315300	24.361600	21.824500	21.299600	24.395400
tRNA:Tyr-GTA-1-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
asRNA:CR42547	2.456190	2.037890	1.362680	1.972800	1.949910	1.841590	2.625080	1.941760	2.224450	1.779800	2.017960	1.534660
CSN6	6.070770	5.795000	5.309090	3.098200	5.450090	6.285690	7.012690	5.989470	4.524130	6.341630	4.494890	6.929100
CSN7	25.139800	18.045100	18.221100	14.133300	20.524000	19.837000	23.209700	20.088700	19.513400	17.728200	18.475300	19.924300
Dak1	48.853900	48.886000	45.743500	48.554700	44.483600	45.876900	53.043200	48.571900	46.418600	51.559000	46.453100	46.471400
lncRNA:CR43856	0.440780	0.747834	0.610038	0.297591	0.805379	0.228192	1.138460	0.533617	0.347644	0.520784	0.373403	0.496952
lncRNA:CR43855	3.636270	3.059190	4.117960	2.343430	1.089500	4.107280	2.390660	1.200590	5.944740	1.004330	8.405420	0.639352
lncRNA:CR43854	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR43853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR43852	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG43851	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CSN1a	0.000000	0.040295	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR43849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR43848	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG5446	41.294900	37.582000	33.279400	29.901400	38.611400	45.727700	46.852600	32.620500	35.292500	29.439900	40.273200	42.287700
CG6405	0.298024	0.354599	0.176770	0.172466	0.233374	0.176328	0.395869	0.154626	0.322358	0.258699	0.270502	0.411433
CG11858	3.773100	4.250800	2.383940	2.990420	2.877540	3.566970	3.728630	4.915350	4.192080	2.159750	4.169160	3.487700
CG10425	3.589250	3.912100	4.139600	2.746380	2.841880	3.964070	4.697020	3.331340	4.378390	3.190640	3.192640	4.277900
CR13656	0.000000	0.000000	0.000000	0.046240	0.050057	0.047276	0.047172	0.000000	0.000000	0.000000	0.058020	0.000000
RIOK2	7.632490	6.691560	6.767810	5.351250	7.317340	8.606580	7.534210	7.322840	5.849170	6.415240	7.578340	7.734190
Nup37	1.110200	1.223100	1.097510	0.803071	0.579560	0.875809	1.037730	0.479997	0.750514	1.873850	1.209190	0.970689
RpS27	704.393000	659.250000	696.066000	476.600000	453.915000	813.519000	723.249000	592.940000	644.746000	504.247000	657.003000	528.032000
CG11857	64.450300	69.478500	50.244300	58.479300	63.765200	121.624000	55.544800	54.849300	47.909200	45.079700	52.836100	90.025600
Nup358	10.041400	9.881500	10.994700	9.832130	12.642800	14.671800	10.456900	10.184500	9.943080	10.145700	12.657500	11.122300
Tab2	12.905200	12.454600	10.297700	10.550600	11.537900	13.513700	13.795400	12.540700	10.453900	10.091500	10.467000	12.081600
Invadolysin	58.671600	56.077500	45.894500	37.577300	42.064800	43.001200	63.896000	64.561500	45.955300	43.069500	32.260700	50.806200
tRNA:Gly-GCC-1-13	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
tef	1.874930	1.735110	1.769250	2.367310	2.295740	1.285800	1.811270	2.100330	1.497970	1.972760	2.382500	1.435390
Tpi	70.823100	83.425500	77.346200	34.685300	57.089300	71.382500	77.780900	75.678200	72.812300	69.647500	53.782300	80.453700
IA-2	395.019000	502.082000	530.403000	437.698000	539.190000	395.574000	436.120000	520.531000	475.165000	493.851000	418.233000	440.035000
Sec61alpha	101.931000	107.202000	108.730000	90.900300	81.765700	73.923700	92.895800	83.316000	95.573800	74.892300	78.035600	72.559800
CG5565	0.193918	0.598189	0.201286	0.654615	0.141728	0.267710	0.467466	0.058690	0.183532	0.196384	0.328552	0.062466
VhaAC45	75.637100	81.855800	78.411500	66.143300	75.037200	85.420500	78.716600	90.274400	63.016700	84.705400	65.667700	89.162000
CG33287	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
homer	92.133200	57.868600	53.628200	59.340800	61.579600	61.029100	95.321400	52.717500	57.090100	44.547900	67.420000	72.113700
ind	0.000000	0.047919	0.000000	0.052439	0.000000	0.053614	0.000000	0.000000	0.000000	0.104879	0.000000	0.050040
CG42304	1.684640	2.235160	2.296270	1.443450	2.383150	1.600840	2.370080	2.248910	2.499160	1.678320	2.246150	1.848980
CG42305	58.379800	42.625500	62.242900	54.846700	52.015600	58.318700	67.851200	50.370000	81.418000	64.595700	63.766400	66.334100
CG17111	16.758300	21.840500	20.513500	16.426200	19.590600	13.108000	18.820600	23.557100	18.145300	19.943600	16.153300	15.070400
CG6726	2.638570	2.962380	3.385360	2.477960	4.048740	3.094720	3.247180	3.959550	3.039760	4.098000	3.588400	3.644850
CG42308	21.273700	19.177500	17.722000	24.196800	18.120200	32.738800	23.228200	15.802300	16.468000	14.395300	28.113000	29.726700
lncRNA:CR43836	0.000000	0.000000	0.069760	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG11317	8.771830	9.170720	7.013680	7.298070	8.367120	8.856970	9.618370	8.917530	8.014100	7.850940	9.240070	8.246630
Ca-alpha1T	68.507800	66.155300	60.897000	63.928600	66.207400	56.921800	64.816900	62.514700	61.062300	57.698400	54.336000	55.135900
CG13837	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG17121	19.205300	16.082100	18.805100	17.323500	20.159700	19.241100	18.275200	19.520400	16.042600	17.481000	17.883400	19.010300
CG13833	16.421900	10.739400	8.977510	8.149090	10.862000	15.189600	18.436400	13.021900	10.050800	10.311100	13.355200	17.192200
lncRNA:CR43279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Jheh3	13.445800	11.927300	11.968100	10.265600	11.112800	10.639700	14.323200	13.030700	12.956500	10.794700	10.357700	12.051200
mir-983-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
p53	4.519360	5.799250	3.804330	5.822610	4.954080	5.735350	5.108120	4.876590	4.274130	5.916690	6.383070	5.519330
su(Hw)	7.328410	6.766620	5.772970	5.327710	6.660010	9.807980	7.037440	6.923930	5.173390	7.309760	6.606830	8.232110
5SrRNA:CR33439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5SrRNA:CR33438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
esg	0.577894	0.492015	0.407900	0.421376	0.481495	0.430814	0.310462	0.650638	0.568822	0.702294	0.352482	0.580801
CG11436	2.935130	3.086650	3.351330	3.999320	3.685830	4.890090	2.453470	3.173770	2.348620	3.107580	3.424550	3.738940
CG13694	0.854123	0.912445	1.526140	0.893521	1.361560	0.721659	0.589768	1.476420	1.831500	1.958390	0.659419	1.348990
CG11377	4.831380	5.249420	5.541980	4.773340	6.176440	3.933500	5.780430	5.512340	5.590340	4.992070	5.372760	4.085990
Zir	33.240400	29.935100	29.710200	35.549300	31.998200	29.928300	32.023400	30.396000	32.399300	28.345100	35.973500	30.234400
5SrRNA:CR33431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5SrRNA:CR33430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5SrRNA:CR33437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5SrRNA:CR33436	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5SrRNA:CR33435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5SrRNA:CR33434	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG31769	50.549100	53.290600	63.593100	45.437100	57.909100	48.360000	59.381000	59.263000	58.188900	75.418000	63.133100	68.253200
CG14052	0.000000	0.064055	0.000000	0.070097	0.075882	0.000000	0.000000	0.000000	0.000000	0.070097	0.000000	0.000000
bchs	12.236200	11.768600	11.790300	13.187100	13.194900	11.358500	11.867600	11.626600	12.691900	11.856200	11.888100	10.891600
CG44245	15.825800	15.448300	14.226500	10.549000	15.624500	13.374000	16.089400	16.633000	12.664400	14.442400	11.209700	15.786500
CG14346	0.063694	0.000000	0.089741	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
cbt	23.271400	22.696900	24.056700	23.788200	21.502400	14.171500	22.805300	22.635500	23.736700	20.031100	23.890800	12.288300
His4:CG33891	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG15912	6.972040	5.806900	3.546110	7.201940	4.586070	7.146670	6.122580	4.431260	4.355100	3.671580	5.847240	5.187950
eIF3a	60.716200	58.698200	65.820600	58.071600	60.398800	72.781000	66.005700	57.035800	59.245600	68.542700	69.567600	67.494300
His2B:CG33890	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
snoRNA:Me28S-A2589a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Chro	8.017750	6.666640	6.054920	8.468140	6.411560	9.837710	7.225880	6.561950	7.086860	5.585000	8.813060	6.498600
Cka	71.353900	77.364800	74.440400	72.007900	88.720800	71.570800	71.222300	84.422800	67.313600	78.457400	64.118500	83.239600
lncRNA:CR44918	0.044555	0.000000	0.000000	0.000000	0.048846	0.184530	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44414	0.000000	0.144857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074074	0.000000	0.000000	0.000000
Sytbeta	12.038800	11.979700	11.865800	14.018100	10.505200	11.787400	11.351600	11.894000	12.649800	10.337600	11.460300	10.854900
CG12880	0.452651	0.445076	0.381753	0.716263	0.403196	0.556552	0.292280	0.436678	0.669388	0.401107	0.323544	0.218715
CG12236	9.200540	8.684130	9.029120	9.314270	9.107040	8.914950	8.845660	7.435430	9.842280	7.358450	10.712000	8.395400
ScpX	22.182600	21.371600	22.286500	14.419000	21.602800	19.665700	24.447300	22.855800	19.188800	22.781900	20.878400	23.638100
HDAC1	7.970200	8.320870	6.515030	6.608610	7.645530	5.879810	8.671720	8.751850	6.458990	7.163530	6.424850	5.848860
CG3502	0.048379	0.223858	0.217610	0.130653	0.176795	0.217066	0.083304	0.161065	0.106839	0.195979	0.163937	0.077921
Reg-5	27.400500	29.679300	32.479400	21.266200	40.095900	34.765300	28.877000	33.484900	27.502500	31.013900	24.671300	41.465400
RtGEF	25.603900	24.273300	25.452300	25.336700	24.967700	22.935800	25.280800	27.545400	21.889600	25.257600	20.438600	25.804100
mir-4970	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-4977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44719	0.000000	0.368932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-4945	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-4969	3.497500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.600690	0.000000	3.403150
mir-4982	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-4972	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-4911	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-4971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
mir-4908	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR45318	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
lncRNA:CR44721	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
eIF3j	68.091000	71.688300	57.946500	64.375700	62.223900	62.678800	66.155100	68.049100	62.369700	62.486500	60.922500	59.672000
coro	27.577400	27.623000	27.710000	29.103300	26.518500	24.601200	28.634000	30.968500	27.556100	28.676200	28.463500	27.351200
Ythdc1	27.882500	26.627200	23.290200	19.933000	22.188000	24.436600	27.777700	25.969900	23.531000	21.058000	20.394200	23.130100
CG5808	2.262190	2.285990	1.835330	1.816970	2.736600	2.207660	2.122230	2.455340	2.141030	2.817620	1.652060	2.839450
Dic1	59.220700	54.728300	59.574100	47.846200	46.945900	51.549100	61.884300	57.766700	57.096100	45.854900	51.787900	53.469100
LManII	39.908100	45.197300	57.719900	41.474600	50.915800	48.192700	45.401400	47.337800	59.391300	53.549300	53.129200	56.852800
UQCR-14	473.658000	413.142000	373.220000	345.450000	398.261000	493.045000	478.900000	401.835000	341.286000	392.605000	401.507000	490.508000
ppk6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG11208	17.809900	13.971000	13.858000	14.608700	13.870700	16.437800	14.847700	16.048800	15.432300	15.696900	16.418800	15.679500
CG1461	118.640000	126.519000	97.923500	72.778400	65.999300	73.935800	109.256000	130.708000	84.886900	82.614000	55.634300	92.570500
tweek	14.878200	14.487400	15.677100	14.375100	15.231500	15.089300	15.897100	14.106900	15.515500	14.869500	14.183800	13.742200
asRNA:CR44724	1.498840	0.844301	0.811717	0.659959	0.357213	0.337370	0.875239	0.650863	0.925152	0.263983	0.745276	1.007610
Pat1	16.292500	15.073200	15.372200	16.032600	15.378500	15.559400	16.583000	15.905700	15.386800	14.033000	14.573400	15.760700
APC7	0.166286	0.175872	0.098623	0.144341	0.104160	0.049178	0.147251	0.107839	0.089923	0.264641	0.362251	0.136067
CG11041	1.710750	1.187380	1.183840	0.721880	2.188080	0.738048	1.472860	1.164980	1.349270	0.866257	1.268090	1.928770
CG16898	3.664700	5.087110	4.953970	4.919640	6.820590	11.162700	4.534530	7.699490	8.388750	7.077380	11.696100	13.218700
CG16894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CG42726	5.102150	4.466440	4.675760	3.235230	4.207720	4.354720	4.891290	5.342070	3.175760	4.003300	2.745210	5.419210
CG11099	56.055600	45.222800	39.681200	32.123100	49.925000	48.912000	58.389300	50.036500	38.296100	40.682900	41.016300	58.677300
CG11044	4.633420	4.287890	3.971870	4.692360	4.737180	5.255630	5.539940	4.348790	4.804080	4.244210	5.060810	5.936620
Efhc1.2	0.343411	0.112165	0.146778	0.163661	0.597942	0.460147	0.646969	0.165073	0.114713	0.122746	0.333700	0.390428
CG13869	0.000000	0.240906	0.090070	0.000000	0.095129	0.269534	0.000000	0.000000	0.000000	0.000000	0.220527	0.000000
MFS9	14.628000	11.420900	11.233300	13.923900	10.281200	12.099300	14.071300	9.908330	9.758870	10.483800	11.020100	10.016300
